    78 Diana              E. Bowell        8.09  0.08 0.71 120.6 C       0   0   0   0   0   0 53809 1057 20101031 317.325831 152.880233 333.447094  8.703144 0.20655587   2.61913985 20100816 4.6E-02  3.4E-04 20100919 7.1E-02 20101203 7.2E-02 20160411 7.2E-02 20160411
    79 Eurynome           E. Bowell        7.96  0.25 0.88  66.5 S       0   0   0   0   0   0 53588 1221 20101031 149.718798 200.957812 206.664786  4.617827 0.19088404   2.44540882 20100903 2.0E-02 -8.0E-06 20100919 4.2E-02 20110527 7.5E-02 20161105 7.5E-02 20161105
    80 Sappho             E. Bowell        7.98  0.15 0.90  78.4 S       0   0   0   0   0   0 52893 1201 20101031 299.228778 139.393918 218.786050  8.664677 0.20036107   2.29533320 20100816 2.3E-02 -7.4E-05 20100919 5.9E-02 20111128 6.9E-02 20140807 7.7E-02 20210817
    81 Terpsichore        E. Bowell        8.48  0.15 0.71 119.1 C       0   0   0   0   0   0 53024  967 20101031  74.434084  51.331310   1.051611  7.803329 0.20716749   2.85629262 20100630 2.5E-02  7.6E-06 20100919 4.2E-02 20110314 6.5E-02 20141219 6.5E-02 20141219
    82 Alkmene            E. Bowell        8.40  0.28 0.81  61.0 S       0   0   0   0   0   0 53227 1334 20101031 231.869601 110.727709  25.536391  2.833425 0.22018367   2.76797137 20100908 3.3E-02 -4.6E-05 20100919 3.3E-02 20100910 5.9E-02 20170225 5.9E-02 20170225
    83 Beatrix            E. Bowell        8.66  0.15 0.70  81.4 l       0   0   0   0   0   0 52563  947 20101031 145.060007 167.767320  27.773386  4.965871 0.08070615   2.43358355 20100908 4.8E-02 -3.0E-04 20100919 5.4E-02 20111202 7.1E-02 20170523 7.1E-02 20170523
    84 Klio               E. Bowell        9.32  0.15 0.73  79.2         0   0   0   0   0   0 52792  954 20101031 346.020207  14.846927 327.639022  9.334688 0.23707282   2.36171975 20100903 4.5E-02 -3.3E-04 20100919 4.9E-02 20120106 7.9E-02 20140924 8.7E-02 20210714
    85 Io                 E. Bowell        7.61  0.15 0.66 154.8 C       0   0   1   0   0  10 52846 1222 20101031 234.393489 122.352424 203.376268 11.959241 0.19142457   2.65470995 20100903 2.2E-02  3.4E-06 20100919 5.1E-02 20110510 6.1E-02 20160825 6.1E-02 20160825
    86 Semele             E. Bowell        8.54  0.15 0.71 120.6 C       0   0   0   0   0   0 50570 1087 20101031 155.707483 308.194718  86.428794  4.821055 0.20864911   3.11431247 20100630 2.2E-02 -4.3E-06 20100919 4.0E-02 20110425 6.9E-02 20191130 6.9E-02 20191130
    87 Sylvia             E. Bowell        6.94  0.15 0.70 260.9 PC      0   0   0   0   0   0 42274 2157 20101031 340.976052 266.027177  73.299576 10.857011 0.08170846   3.48694459 20100816 2.9E-02 -1.4E-04 20100919 2.9E-02 20111026 3.6E-02 20170917 3.6E-02 20170917
